OrderID;Product;Category;Quantity;RequiredDate;ShippedDate;DayDiff;Freight;Supplier Name;ShipName;ShipCity;ShipCountry
10260;Tarte au sucre;Confections;15;1996-08-16 00:00:00.000;1996-07-29 00:00:00.000;-18;55,09;Speedy Express;Ottilies Käseladen;Köln;Germany
10260;Outback Lager;Beverages;21;1996-08-16 00:00:00.000;1996-07-29 00:00:00.000;-18;55,09;Speedy Express;Ottilies Käseladen;Köln;Germany
10261;Sir Rodney's Scones;Confections;20;1996-08-16 00:00:00.000;1996-07-30 00:00:00.000;-17;3,05;United Package;Que Delícia;Rio de Janeiro;Brazil
10261;Steeleye Stout;Beverages;20;1996-08-16 00:00:00.000;1996-07-30 00:00:00.000;-17;3,05;United Package;Que Delícia;Rio de Janeiro;Brazil
10262;Chef Anton's Gumbo Mix;Condiments;12;1996-08-19 00:00:00.000;1996-07-25 00:00:00.000;-25;48,29;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10262;Uncle Bob's Organic Dried Pears;Produce;15;1996-08-19 00:00:00.000;1996-07-25 00:00:00.000;-25;48,29;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10262;Gnocchi di nonna Alice;Grains/Cereals;2;1996-08-19 00:00:00.000;1996-07-25 00:00:00.000;-25;48,29;Federal Shipping;Rattlesnake Canyon Grocery;Albuquerque;USA
10263;Pavlova;Confections;60;1996-08-20 00:00:00.000;1996-07-31 00:00:00.000;-20;146,06;Federal Shipping;Ernst Handel;Graz;Austria
10263;Guaraná Fantástica;Beverages;28;1996-08-20 00:00:00.000;1996-07-31 00:00:00.000;-20;146,06;Federal Shipping;Ernst Handel;Graz;Austria
10263;Nord-Ost Matjeshering;Seafood;60;1996-08-20 00:00:00.000;1996-07-31 00:00:00.000;-20;146,06;Federal Shipping;Ernst Handel;Graz;Austria
10263;Longlife Tofu;Produce;36;1996-08-20 00:00:00.000;1996-07-31 00:00:00.000;-20;146,06;Federal Shipping;Ernst Handel;Graz;Austria
10264;Chang;Beverages;35;1996-08-21 00:00:00.000;1996-08-23 00:00:00.000;2;3,67;Federal Shipping;Folk och fä HB;Bräcke;Sweden
10264;Jack's New England Clam Chowder;Seafood;25;1996-08-21 00:00:00.000;1996-08-23 00:00:00.000;2;3,67;Federal Shipping;Folk och fä HB;Bräcke;Sweden
10265;Alice Mutton;Meat/Poultry;30;1996-08-22 00:00:00.000;1996-08-12 00:00:00.000;-10;55,28;Speedy Express;Blondel père et fils;Strasbourg;France
10265;Outback Lager;Beverages;20;1996-08-22 00:00:00.000;1996-08-12 00:00:00.000;-10;55,28;Speedy Express;Blondel père et fils;Strasbourg;France
10266;Queso Manchego La Pastora;Dairy Products;12;1996-09-06 00:00:00.000;1996-07-31 00:00:00.000;-37;25,73;Federal Shipping;Wartian Herkku;Oulu;Finland
10267;Boston Crab Meat;Seafood;50;1996-08-26 00:00:00.000;1996-08-06 00:00:00.000;-20;208,58;Speedy Express;Frankenversand;München;Germany
10267;Raclette Courdavault;Dairy Products;70;1996-08-26 00:00:00.000;1996-08-06 00:00:00.000;-20;208,58;Speedy Express;Frankenversand;München;Germany
10267;Lakkalikööri;Beverages;15;1996-08-26 00:00:00.000;1996-08-06 00:00:00.000;-20;208,58;Speedy Express;Frankenversand;München;Germany
10268;Thüringer Rostbratwurst;Meat/Poultry;10;1996-08-27 00:00:00.000;1996-08-02 00:00:00.000;-25;66,29;Federal Shipping;GROSELLA-Restaurante;Caracas;Venezuela
10268;Mozzarella di Giovanni;Dairy Products;4;1996-08-27 00:00:00.000;1996-08-02 00:00:00.000;-25;66,29;Federal Shipping;GROSELLA-Restaurante;Caracas;Venezuela
10269;Geitost;Dairy Products;60;1996-08-14 00:00:00.000;1996-08-09 00:00:00.000;-5;4,56;Speedy Express;White Clover Markets;Seattle;USA
10269;Mozzarella di Giovanni;Dairy Products;20;1996-08-14 00:00:00.000;1996-08-09 00:00:00.000;-5;4,56;Speedy Express;White Clover Markets;Seattle;USA
10270;Inlagd Sill;Seafood;30;1996-08-29 00:00:00.000;1996-08-02 00:00:00.000;-27;136,54;Speedy Express;Wartian Herkku;Oulu;Finland
10270;Ipoh Coffee;Beverages;25;1996-08-29 00:00:00.000;1996-08-02 00:00:00.000;-27;136,54;Speedy Express;Wartian Herkku;Oulu;Finland
10271;Geitost;Dairy Products;24;1996-08-29 00:00:00.000;1996-08-30 00:00:00.000;1;4,54;United Package;Split Rail Beer & Ale;Lander;USA
10272;Sir Rodney's Marmalade;Confections;6;1996-08-30 00:00:00.000;1996-08-06 00:00:00.000;-24;98,03;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10272;Gorgonzola Telino;Dairy Products;40;1996-08-30 00:00:00.000;1996-08-06 00:00:00.000;-24;98,03;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10272;Mozzarella di Giovanni;Dairy Products;24;1996-08-30 00:00:00.000;1996-08-06 00:00:00.000;-24;98,03;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10273;Ikura;Seafood;24;1996-09-02 00:00:00.000;1996-08-12 00:00:00.000;-21;76,07;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10273;Gorgonzola Telino;Dairy Products;15;1996-09-02 00:00:00.000;1996-08-12 00:00:00.000;-21;76,07;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10273;Geitost;Dairy Products;20;1996-09-02 00:00:00.000;1996-08-12 00:00:00.000;-21;76,07;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10273;Boston Crab Meat;Seafood;60;1996-09-02 00:00:00.000;1996-08-12 00:00:00.000;-21;76,07;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10273;Lakkalikööri;Beverages;33;1996-09-02 00:00:00.000;1996-08-12 00:00:00.000;-21;76,07;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10274;Flotemysost;Dairy Products;20;1996-09-03 00:00:00.000;1996-08-16 00:00:00.000;-18;6,01;Speedy Express;Vins et alcools Chevalier;Reims;France
10274;Mozzarella di Giovanni;Dairy Products;7;1996-09-03 00:00:00.000;1996-08-16 00:00:00.000;-18;6,01;Speedy Express;Vins et alcools Chevalier;Reims;France
10275;Guaraná Fantástica;Beverages;12;1996-09-04 00:00:00.000;1996-08-09 00:00:00.000;-26;26,93;Speedy Express;Magazzini Alimentari Riuniti;Bergamo;Italy
10275;Raclette Courdavault;Dairy Products;6;1996-09-04 00:00:00.000;1996-08-09 00:00:00.000;-26;26,93;Speedy Express;Magazzini Alimentari Riuniti;Bergamo;Italy
10276;Ikura;Seafood;15;1996-08-22 00:00:00.000;1996-08-14 00:00:00.000;-8;13,84;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10276;Konbu;Seafood;10;1996-08-22 00:00:00.000;1996-08-14 00:00:00.000;-8;13,84;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10277;Rössle Sauerkraut;Produce;20;1996-09-06 00:00:00.000;1996-08-13 00:00:00.000;-24;125,77;Federal Shipping;Morgenstern Gesundkost;Leipzig;Germany
10277;Tarte au sucre;Confections;12;1996-09-06 00:00:00.000;1996-08-13 00:00:00.000;-24;125,77;Federal Shipping;Morgenstern Gesundkost;Leipzig;Germany
10278;Gula Malacca;Condiments;16;1996-09-09 00:00:00.000;1996-08-16 00:00:00.000;-24;92,69;United Package;Berglunds snabbköp;Luleå;Sweden
10278;Raclette Courdavault;Dairy Products;15;1996-09-09 00:00:00.000;1996-08-16 00:00:00.000;-24;92,69;United Package;Berglunds snabbköp;Luleå;Sweden
10278;Vegie-spread;Condiments;8;1996-09-09 00:00:00.000;1996-08-16 00:00:00.000;-24;92,69;United Package;Berglunds snabbköp;Luleå;Sweden
10278;Röd Kaviar;Seafood;25;1996-09-09 00:00:00.000;1996-08-16 00:00:00.000;-24;92,69;United Package;Berglunds snabbköp;Luleå;Sweden
10279;Alice Mutton;Meat/Poultry;15;1996-09-10 00:00:00.000;1996-08-16 00:00:00.000;-25;25,83;United Package;Lehmanns Marktstand;Frankfurt a.M.;Germany
10280;Guaraná Fantástica;Beverages;12;1996-09-11 00:00:00.000;1996-09-12 00:00:00.000;1;8,98;Speedy Express;Berglunds snabbköp;Luleå;Sweden
10280;Pâté chinois;Meat/Poultry;20;1996-09-11 00:00:00.000;1996-09-12 00:00:00.000;1;8,98;Speedy Express;Berglunds snabbköp;Luleå;Sweden
10280;Rhönbräu Klosterbier;Beverages;30;1996-09-11 00:00:00.000;1996-09-12 00:00:00.000;1;8,98;Speedy Express;Berglunds snabbköp;Luleå;Sweden
10281;Teatime Chocolate Biscuits;Confections;1;1996-08-28 00:00:00.000;1996-08-21 00:00:00.000;-7;2,94;Speedy Express;Romero y tomillo;Madrid;Spain
10281;Guaraná Fantástica;Beverages;6;1996-08-28 00:00:00.000;1996-08-21 00:00:00.000;-7;2,94;Speedy Express;Romero y tomillo;Madrid;Spain
10281;Steeleye Stout;Beverages;4;1996-08-28 00:00:00.000;1996-08-21 00:00:00.000;-7;2,94;Speedy Express;Romero y tomillo;Madrid;Spain
10282;Nord-Ost Matjeshering;Seafood;6;1996-09-12 00:00:00.000;1996-08-21 00:00:00.000;-22;12,69;Speedy Express;Romero y tomillo;Madrid;Spain
10282;Ravioli Angelo;Grains/Cereals;2;1996-09-12 00:00:00.000;1996-08-21 00:00:00.000;-22;12,69;Speedy Express;Romero y tomillo;Madrid;Spain
10283;Genen Shouyu;Condiments;20;1996-09-13 00:00:00.000;1996-08-23 00:00:00.000;-21;84,81;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10283;Teatime Chocolate Biscuits;Confections;18;1996-09-13 00:00:00.000;1996-08-23 00:00:00.000;-21;84,81;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10283;Camembert Pierrot;Dairy Products;35;1996-09-13 00:00:00.000;1996-08-23 00:00:00.000;-21;84,81;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10283;Mozzarella di Giovanni;Dairy Products;3;1996-09-13 00:00:00.000;1996-08-23 00:00:00.000;-21;84,81;Federal Shipping;LILA-Supermercado;Barquisimeto;Venezuela
10284;Schoggi Schokolade;Confections;15;1996-09-16 00:00:00.000;1996-08-27 00:00:00.000;-20;76,56;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10284;Gula Malacca;Condiments;21;1996-09-16 00:00:00.000;1996-08-27 00:00:00.000;-20;76,56;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10284;Camembert Pierrot;Dairy Products;20;1996-09-16 00:00:00.000;1996-08-27 00:00:00.000;-20;76,56;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10284;Laughing Lumberjack Lager;Beverages;5;1996-09-16 00:00:00.000;1996-08-27 00:00:00.000;-20;76,56;Speedy Express;Lehmanns Marktstand;Frankfurt a.M.;Germany
10285;Chai;Beverages;45;1996-09-17 00:00:00.000;1996-08-26 00:00:00.000;-22;76,83;United Package;QUICK-Stop;Cunewalde;Germany
10285;Boston Crab Meat;Seafood;40;1996-09-17 00:00:00.000;1996-08-26 00:00:00.000;-22;76,83;United Package;QUICK-Stop;Cunewalde;Germany
10285;Perth Pasties;Meat/Poultry;36;1996-09-17 00:00:00.000;1996-08-26 00:00:00.000;-22;76,83;United Package;QUICK-Stop;Cunewalde;Germany
10286;Steeleye Stout;Beverages;100;1996-09-18 00:00:00.000;1996-08-30 00:00:00.000;-19;229,24;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10286;Tarte au sucre;Confections;40;1996-09-18 00:00:00.000;1996-08-30 00:00:00.000;-19;229,24;Federal Shipping;QUICK-Stop;Cunewalde;Germany
10287;Pavlova;Confections;40;1996-09-19 00:00:00.000;1996-08-28 00:00:00.000;-22;12,76;Federal Shipping;Ricardo Adocicados;Rio de Janeiro;Brazil
10287;Sasquatch Ale;Beverages;20;1996-09-19 00:00:00.000;1996-08-28 00:00:00.000;-22;12,76;Federal Shipping;Ricardo Adocicados;Rio de Janeiro;Brazil
10287;Spegesild;Seafood;15;1996-09-19 00:00:00.000;1996-08-28 00:00:00.000;-22;12,76;Federal Shipping;Ricardo Adocicados;Rio de Janeiro;Brazil
10288;Tourtière;Meat/Poultry;10;1996-09-20 00:00:00.000;1996-09-03 00:00:00.000;-17;7,45;Speedy Express;Reggiani Caseifici;Reggio Emilia;Italy
10288;Scottish Longbreads;Confections;3;1996-09-20 00:00:00.000;1996-09-03 00:00:00.000;-17;7,45;Speedy Express;Reggiani Caseifici;Reggio Emilia;Italy
10289;Aniseed Syrup;Condiments;30;1996-09-23 00:00:00.000;1996-08-28 00:00:00.000;-26;22,77;Federal Shipping;B's Beverages;London;UK
10289;Wimmers gute Semmelknödel;Grains/Cereals;9;1996-09-23 00:00:00.000;1996-08-28 00:00:00.000;-26;22,77;Federal Shipping;B's Beverages;London;UK
10290;Chef Anton's Gumbo Mix;Condiments;20;1996-09-24 00:00:00.000;1996-09-03 00:00:00.000;-21;79,7;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10290;Thüringer Rostbratwurst;Meat/Poultry;15;1996-09-24 00:00:00.000;1996-09-03 00:00:00.000;-21;79,7;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10290;Maxilaku;Confections;15;1996-09-24 00:00:00.000;1996-09-03 00:00:00.000;-21;79,7;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10290;Original Frankfurter grüne Soße;Condiments;10;1996-09-24 00:00:00.000;1996-09-03 00:00:00.000;-21;79,7;Speedy Express;Comércio Mineiro;Sao Paulo;Brazil
10291;Konbu;Seafood;20;1996-09-24 00:00:00.000;1996-09-04 00:00:00.000;-20;6,4;United Package;Que Delícia;Rio de Janeiro;Brazil
10291;Gula Malacca;Condiments;24;1996-09-24 00:00:00.000;1996-09-04 00:00:00.000;-20;6,4;United Package;Que Delícia;Rio de Janeiro;Brazil
10291;Manjimup Dried Apples;Produce;2;1996-09-24 00:00:00.000;1996-09-04 00:00:00.000;-20;6,4;United Package;Que Delícia;Rio de Janeiro;Brazil
10292;Sir Rodney's Marmalade;Confections;20;1996-09-25 00:00:00.000;1996-09-02 00:00:00.000;-23;1,35;United Package;Tradiçao Hipermercados;Sao Paulo;Brazil
10293;Carnarvon Tigers;Seafood;12;1996-09-26 00:00:00.000;1996-09-11 00:00:00.000;-15;21,18;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10293;Guaraná Fantástica;Beverages;10;1996-09-26 00:00:00.000;1996-09-11 00:00:00.000;-15;21,18;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10293;Vegie-spread;Condiments;5;1996-09-26 00:00:00.000;1996-09-11 00:00:00.000;-15;21,18;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10293;Rhönbräu Klosterbier;Beverages;6;1996-09-26 00:00:00.000;1996-09-11 00:00:00.000;-15;21,18;Federal Shipping;Tortuga Restaurante;México D.F.;Mexico
10294;Chai;Beverages;18;1996-09-27 00:00:00.000;1996-09-05 00:00:00.000;-22;147,26;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10294;Alice Mutton;Meat/Poultry;15;1996-09-27 00:00:00.000;1996-09-05 00:00:00.000;-22;147,26;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10294;Ipoh Coffee;Beverages;15;1996-09-27 00:00:00.000;1996-09-05 00:00:00.000;-22;147,26;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10294;Camembert Pierrot;Dairy Products;21;1996-09-27 00:00:00.000;1996-09-05 00:00:00.000;-22;147,26;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10294;Rhönbräu Klosterbier;Beverages;6;1996-09-27 00:00:00.000;1996-09-05 00:00:00.000;-22;147,26;United Package;Rattlesnake Canyon Grocery;Albuquerque;USA
10295;Gnocchi di nonna Alice;Grains/Cereals;4;1996-09-30 00:00:00.000;1996-09-10 00:00:00.000;-20;1,15;United Package;Vins et alcools Chevalier;Reims;France
10296;Queso Cabrales;Dairy Products;12;1996-10-01 00:00:00.000;1996-09-11 00:00:00.000;-20;0,12;Speedy Express;LILA-Supermercado;Barquisimeto;Venezuela
10296;Pavlova;Confections;30;1996-10-01 00:00:00.000;1996-09-11 00:00:00.000;-20;0,12;Speedy Express;LILA-Supermercado;Barquisimeto;Venezuela
10296;Gudbrandsdalsost;Dairy Products;15;1996-10-01 00:00:00.000;1996-09-11 00:00:00.000;-20;0,12;Speedy Express;LILA-Supermercado;Barquisimeto;Venezuela
10297;Chartreuse verte;Beverages;60;1996-10-16 00:00:00.000;1996-09-10 00:00:00.000;-36;5,74;United Package;Blondel père et fils;Strasbourg;France
10297;Mozzarella di Giovanni;Dairy Products;20;1996-10-16 00:00:00.000;1996-09-10 00:00:00.000;-36;5,74;United Package;Blondel père et fils;Strasbourg;France
10298;Chang;Beverages;40;1996-10-03 00:00:00.000;1996-09-11 00:00:00.000;-22;168,22;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10298;Inlagd Sill;Seafood;40;1996-10-03 00:00:00.000;1996-09-11 00:00:00.000;-22;168,22;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10298;Raclette Courdavault;Dairy Products;30;1996-10-03 00:00:00.000;1996-09-11 00:00:00.000;-22;168,22;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10298;Tarte au sucre;Confections;15;1996-10-03 00:00:00.000;1996-09-11 00:00:00.000;-22;168,22;United Package;Hungry Owl All-Night Grocers;Cork;Ireland
10299;Teatime Chocolate Biscuits;Confections;15;1996-10-04 00:00:00.000;1996-09-13 00:00:00.000;-21;29,76;United Package;Ricardo Adocicados;Rio de Janeiro;Brazil
10299;Outback Lager;Beverages;20;1996-10-04 00:00:00.000;1996-09-13 00:00:00.000;-21;29,76;United Package;Ricardo Adocicados;Rio de Janeiro;Brazil
10300;Louisiana Hot Spiced Okra;Condiments;30;1996-10-07 00:00:00.000;1996-09-18 00:00:00.000;-19;17,68;United Package;Magazzini Alimentari Riuniti;Bergamo;Italy
10300;Scottish Longbreads;Confections;20;1996-10-07 00:00:00.000;1996-09-18 00:00:00.000;-19;17,68;United Package;Magazzini Alimentari Riuniti;Bergamo;Italy
10301;Boston Crab Meat;Seafood;10;1996-10-07 00:00:00.000;1996-09-17 00:00:00.000;-20;45,08;United Package;Die Wandernde Kuh;Stuttgart;Germany
10301;Gnocchi di nonna Alice;Grains/Cereals;20;1996-10-07 00:00:00.000;1996-09-17 00:00:00.000;-20;45,08;United Package;Die Wandernde Kuh;Stuttgart;Germany
10302;Alice Mutton;Meat/Poultry;40;1996-10-08 00:00:00.000;1996-10-09 00:00:00.000;1;6,27;United Package;Suprêmes délices;Charleroi;Belgium
10302;Rössle Sauerkraut;Produce;28;1996-10-08 00:00:00.000;1996-10-09 00:00:00.000;1;6,27;United Package;Suprêmes délices;Charleroi;Belgium
10302;Ipoh Coffee;Beverages;12;1996-10-08 00:00:00.000;1996-10-09 00:00:00.000;1;6,27;United Package;Suprêmes délices;Charleroi;Belgium
10303;Boston Crab Meat;Seafood;40;1996-10-09 00:00:00.000;1996-09-18 00:00:00.000;-21;107,83;United Package;Godos Cocina Típica;Sevilla;Spain
10303;Louisiana Fiery Hot Pepper Sauce;Condiments;30;1996-10-09 00:00:00.000;1996-09-18 00:00:00.000;-21;107,83;United Package;Godos Cocina Típica;Sevilla;Spain
10303;Scottish Longbreads;Confections;15;1996-10-09 00:00:00.000;1996-09-18 00:00:00.000;-21;107,83;United Package;Godos Cocina Típica;Sevilla;Spain
10304;Maxilaku;Confections;30;1996-10-10 00:00:00.000;1996-09-17 00:00:00.000;-23;63,79;United Package;Tortuga Restaurante;México D.F.;Mexico
10304;Raclette Courdavault;Dairy Products;10;1996-10-10 00:00:00.000;1996-09-17 00:00:00.000;-23;63,79;United Package;Tortuga Restaurante;México D.F.;Mexico
10304;Flotemysost;Dairy Products;2;1996-10-10 00:00:00.000;1996-09-17 00:00:00.000;-23;63,79;United Package;Tortuga Restaurante;México D.F.;Mexico
10305;Carnarvon Tigers;Seafood;25;1996-10-11 00:00:00.000;1996-10-09 00:00:00.000;-2;257,62;Federal Shipping;Old World Delicatessen;Anchorage;USA
10305;Thüringer Rostbratwurst;Meat/Poultry;25;1996-10-11 00:00:00.000;1996-10-09 00:00:00.000;-2;257,62;Federal Shipping;Old World Delicatessen;Anchorage;USA
10305;Chartreuse verte;Beverages;30;1996-10-11 00:00:00.000;1996-10-09 00:00:00.000;-2;257,62;Federal Shipping;Old World Delicatessen;Anchorage;USA
10306;Nord-Ost Matjeshering;Seafood;10;1996-10-14 00:00:00.000;1996-09-23 00:00:00.000;-21;7,56;Federal Shipping;Romero y tomillo;Madrid;Spain
10306;Perth Pasties;Meat/Poultry;10;1996-10-14 00:00:00.000;1996-09-23 00:00:00.000;-21;7,56;Federal Shipping;Romero y tomillo;Madrid;Spain
10306;Tourtière;Meat/Poultry;5;1996-10-14 00:00:00.000;1996-09-23 00:00:00.000;-21;7,56;Federal Shipping;Romero y tomillo;Madrid;Spain
10307;Tarte au sucre;Confections;10;1996-10-15 00:00:00.000;1996-09-25 00:00:00.000;-20;0,56;United Package;Lonesome Pine Restaurant;Portland;USA
10307;Scottish Longbreads;Confections;3;1996-10-15 00:00:00.000;1996-09-25 00:00:00.000;-20;0,56;United Package;Lonesome Pine Restaurant;Portland;USA
10308;Gudbrandsdalsost;Dairy Products;1;1996-10-16 00:00:00.000;1996-09-24 00:00:00.000;-22;1,61;Federal Shipping;Ana Trujillo Emparedados y helados;México D.F.;Mexico
